review,sentiment
"This is my all time favorite Looney Tunes cartoon. It's a common plot: Daffy Duck tries to convince Elmer Fudd that it is really rabbit season and shoot Bugs. But your can never outsmart that rabbit! In addition to usual cartoon comedy, this cartoon is supported by great word play that will keep you rolling on the floor.",positive
"Because IT IS, that's why! This is the same jealous-daughter-kills-people flick we've seen a billion times. Rosanna Arquette makes anything worth watching, and Mandy Schaffer's brief nude scene (after teasing via scantily clad attire throughout the film) at the end almost make this trite blarney worthwhile, but not quite.<br /><br />* out of ****",negative
"for those of you who love lord of the rings and love special effects, watch this movie! this will be sure to keep you glued to the screen. you will probably even like it if you like watching people fight with magical stuff.",positive
"Proof if ever more was needed, that an action movie, irregardless of its budget, can LOOK better with more setups (or cameras), closer shots, and many more cuts. The 'Martini' generation has moved on to John Woo. Deep Fault could be better for a work over in the cutting room. Ray",negative
"How to qualify this film, simply HORRIBLE. It is badly done with poor dialogues, Reeves played as bad as ever and Cameron Diaz competed with him. Do not waste your time watching such a film although a big waste of money has already occurred to make the film.",negative
"An absoloutely wonderful film that works on several levels. It's a story about a great architect, a son seeking his father, about very loving relationships, and about loss. It's also a great flm about architecture.<br /><br />Very intelligent and very moving. A real treat.",positive
Flockhart's performance is very disappointing. It seems she is trying to make up for her lack of emotion by substituting obscenities. Why the R rating includes 'sexuality' is beyond me. There is no nudity or steamy love scenes. The plot is old and tired.,negative
"The performances by the male leads make this long-hard-journey west interesting throughout. The soundtrack by the Sons of The Pioneers is one of the most beautiful I have every heard. The journey itself is somewhat episodic, and Joanne Dru is badly miscast. Overall, this is a very heartwarming and heartfelt western.",positive
"Excellent documentary that still manages to shock and enlighten. Unfortunately, times haven't changed much since this was made and it is thus an important piece for all freedom-conscious Americans to see.",positive
"If you like detective and police shows and you like suspenseful movies, then you will love this movie!! This movie is great! Christopher Meloni has amazing acting skills. You may think you know who the killer is in the beginning, but you don't. This movie is about the true story of the murder of Martha Moxley. Watch the movie!!",positive
"I think this movie is my favorite movie. I am not sure why, but it is. Julia Duffy has been my favorite actress for awhile, and when I saw this, I went crazy. It's sort of romantic, and I definitely recommend this movie.",positive
Suffice it to say that this substandard B has nothing to save it - not an interesting plot or even one tolerably decent actor. Josh Leonard of Blair Witch fame does little to help matters. Do yourself a favor and leave this one on the shelf at your local video store.,negative
"Usually I have a lot of luck with these small scale movies. I looked at the cast. Leary, Lovitz, Delpy, Wuhrer, Estevez. How bad could it be? Unfortunately the answer was...pretty bad. I have a hard time remembering a movie that had such poor execution of a plot that had potential.",negative
"""9/11,"" hosted by Robert DeNiro, presents footage from outside and inside the Twin Towers in New York, on September 11, 2001.<br /><br />Never too grisly and gory, yet powerful and moving. ""9/11"" is a real treat. Anyone not moved by this television show is immune to anything.<br /><br />5/5 stars --<br /><br />",positive
